Date_Time,CO,SO2,TRS,H2S,THC,CH4,NMHC,NO,NO2,NOX,O3,NH3,PM2.5,RH,WS,WD,GR,LW,AT 2m,CO2,PC
11/15/2022 6:05,0.31,0.99,0.81,0.77,2.23,2.23,0,-0.09,5.58,5.49,14.85,27.88,5.88,89.9,9.87,185,-0.29,1.73,-5.45,426.2,0
11/15/2022 6:10,0.31,0.93,0.75,0.68,2.27,2.27,0,-0.05,5.63,5.57,14.77,22.34,5.86,89.9,11.37,180,-0.2,1.7,-5.31,426.5,0
11/15/2022 6:15,0.34,1.05,0.68,0.67,2.3,2.3,0,0,6.07,6.07,14.26,20.57,5.74,89.7,12.82,176.2,-0.23,1.68,-5.24,427.3,0
11/15/2022 6:20,0.32,0.91,0.72,0.68,2.31,2.31,0,-0.05,6.61,6.56,13.97,17.89,5.71,89.6,13.19,174.3,-0.26,1.66,-5.17,427.7,0
11/15/2022 6:25,0.32,0.88,0.67,0.63,2.37,2.36,0.01,-0.04,6.58,6.55,14.18,14.83,5.79,89.4,14.04,175.2,-0.28,1.66,-5.08,428,0
11/15/2022 6:30,0.33,0.93,0.59,0.59,2.39,2.39,0,-0.03,6.47,6.44,13.78,11.98,6.02,89.3,7.25,218,-0.2,1.64,-5,427.6,0
11/15/2022 6:35,0.33,0.91,0.66,0.61,2.36,2.36,0,-0.08,6.91,6.83,13.26,10.18,6.48,89.5,5.51,142.6,-0.23,1.61,-5,428,0
11/15/2022 6:40,0.32,0.94,0.68,0.59,2.4,2.38,0.02,-0.1,7.01,6.92,13.38,8.86,6.55,89.6,2.78,36.86,-0.21,1.61,-4.96,428.1,0
11/15/2022 6:45,0.34,0.89,0.63,0.64,2.43,2.4,0.03,-0.14,7.06,6.92,13.13,7.75,6.35,89.6,3.57,82.8,-0.24,1.61,-4.86,428.4,0
11/15/2022 6:50,0.34,1.14,0.72,0.64,2.43,2.4,0.03,-0.05,6.77,6.72,13.34,7.04,6.4,89.4,9,140.6,-0.25,1.61,-4.8,428.3,0
11/15/2022 6:55,0.32,1.29,0.86,0.75,2.33,2.33,0,-0.02,7.23,7.21,13.53,6.46,6.56,88.8,8.74,165.2,-0.27,1.59,-4.8,428.1,0
11/15/2022 7:00,0.31,1.54,0.93,0.83,2.28,2.28,0,0.24,8.77,9.01,12.52,6.09,6.87,88.5,6.64,164.8,-0.25,1.57,-4.77,429.2,0
11/15/2022 7:05,0.35,1.5,1.08,0.86,2.26,2.26,0,0.31,10.13,10.44,10.95,5.65,7.04,88.5,5.06,155.8,-0.25,1.57,-4.67,429.7,0
11/15/2022 7:10,0.33,1.43,1.11,0.86,2.26,2.25,0.01,0.59,11.4,11.99,9.76,5.23,7.01,88.4,7.18,164.7,-0.22,1.55,-4.69,430.2,0
11/15/2022 7:15,0.37,1.81,1.2,0.88,2.24,2.24,0,0.69,12.26,12.95,8.93,4.83,7.17,88.6,6.98,150.5,-0.26,1.55,-4.61,430.1,0
11/15/2022 7:20,0.34,1.93,1.2,1,2.22,2.22,0,0.54,13.07,13.61,8,4.69,7.95,88.5,7.8,169.1,-0.22,1.52,-4.48,430.7,0
11/15/2022 7:25,0.35,2.6,1.3,1.02,2.19,2.19,0,0.51,13.15,13.66,7.46,4.51,8.83,88.3,7.97,174.7,-0.23,1.5,-4.36,431.3,0
11/15/2022 7:30,0.37,2.44,1.27,1.03,2.21,2.2,0.01,0.47,12.59,13.06,8.07,4.26,9.28,88.1,6.2,177,-0.24,1.48,-4.3,431.9,0
11/15/2022 7:35,0.36,2.19,1.23,0.99,2.22,2.21,0.01,0.24,11.67,11.91,8.42,4.01,9.3,88.2,5.72,184,-0.25,1.45,-4.3,431.4,0
11/15/2022 7:40,0.36,2.25,1.21,1,2.23,2.21,0.02,0.11,11.11,11.21,9.24,3.67,9.24,88.2,5.95,204.9,-0.2,1.45,-4.3,430.8,0
11/15/2022 7:45,0.39,2.22,1.12,0.9,2.23,2.22,0.01,0.26,11.46,11.72,8.7,3.47,10.24,88.3,6.13,191.5,-0.04,1.43,-4.3,431.6,0
11/15/2022 7:50,0.36,2.65,1.13,0.93,2.23,2.22,0.01,0.11,11.4,11.51,8.43,3.37,10.75,88.4,7.28,179.4,0,1.43,-4.3,431.2,0
11/15/2022 7:55,0.34,2.81,1.06,0.88,2.24,2.22,0.03,0.03,10.92,10.95,8.81,3.19,9.46,88.1,6.87,174.3,0.01,1.41,-4.3,430.3,0
11/15/2022 8:00,0.34,3.13,1.12,0.97,2.24,2.22,0.01,0.17,11.84,12.01,8.62,3.05,8.19,88,6.93,171,0.11,1.39,-4.3,430.6,0
11/15/2022 8:05,0.33,3.43,1.15,0.99,2.22,2.22,0,0.21,12.67,12.87,8.25,2.99,7.98,87.7,6.36,184.1,0.73,1.34,-4.2,431.5,0
11/15/2022 8:10,0.34,3.52,1.22,1.05,2.21,2.21,0,0.26,13.32,13.58,7.04,2.98,8.02,87.5,4.48,158,1.26,1.34,-4.13,432.3,0
11/15/2022 8:15,0.35,4.35,1.29,1.11,2.2,2.2,0,0.44,14.21,14.65,6.89,2.97,7.9,87.1,5.24,159.2,2.79,1.32,-4.1,433,0
11/15/2022 8:20,0.37,4.36,1.33,1.14,2.2,2.2,0,0.58,14.07,14.65,7.11,2.82,8.03,87,6.07,179.3,8.31,1.27,-4.1,433.4,0
11/15/2022 8:25,0.4,3.71,1.38,1.16,2.23,2.2,0.04,0.83,14.09,14.92,6.76,2.61,8.37,87.2,5.48,205.2,14.15,1.25,-4.1,434.3,0
11/15/2022 8:30,0.42,3.25,1.33,1.07,2.22,2.21,0.01,1.11,13.66,14.77,7.04,2.49,9.4,87.4,4.92,212.6,17.15,1.23,-4.09,434.1,0
