Date_Time,CO,SO2,TRS,H2S,THC,CH4,NMHC,NO,NO2,NOX,O3,NH3,PM2.5,RH,WS,WD,GR,LW,AT 2m,CO2,PC
11/1/2022 3:35,0.27,0.17,0.57,0.47,2.17,2.17,0,-0.07,9.47,9.39,9.53,,4.22,81.5,5.28,12.83,-0.41,-0.05,-1.1,426.4,0
11/1/2022 3:40,0.27,0.29,0.58,0.44,2.16,2.16,0,-0.08,8.88,8.8,10.1,,4.07,81,5.52,17.17,-0.27,-0.05,-1.1,426.2,0
11/1/2022 3:45,0.27,0.37,0.64,0.46,2.16,2.16,0,-0.12,8.73,8.62,10.41,,4.06,80.9,5.43,10.95,-0.26,-0.05,-1.1,426.4,0
11/1/2022 3:50,0.25,0.2,0.64,0.45,2.15,2.15,0,-0.04,8.34,8.3,10.09,,3.93,81.2,6.11,5.36,-0.35,-0.05,-1.1,426.6,0
11/1/2022 3:55,0.26,0.24,0.5,0.41,2.15,2.15,0,-0.07,7.93,7.86,10.69,,3.68,81.3,6.07,4.69,-0.28,-0.05,-1.15,426.4,0
11/1/2022 4:00,0.27,0.05,0.62,0.39,2.14,2.14,0,-0.06,7.56,7.49,11.54,62.12,3.47,80.7,5.99,6.04,-0.28,-0.05,-1.1,426,0
11/1/2022 4:05,0.25,0.16,0.54,0.36,2.13,2.13,0,,,,12.64,33.36,3.39,80.5,5.88,8.04,-0.33,-0.05,-1.1,425.7,0
11/1/2022 4:10,0.26,0.16,0.6,0.37,2.13,2.13,0,,,,12.42,25.36,3.34,80.5,5.27,7.44,-0.31,-0.05,-1.1,425.6,0
11/1/2022 4:15,0.27,-0.1,0.58,0.42,2.13,2.13,0,,,,12.34,23.53,3.16,80.8,4.84,2.59,-0.25,-0.05,-1.14,425.8,0
11/1/2022 4:20,0.26,0.03,0.62,0.43,2.13,2.13,0,,,,13.42,20.85,2.89,80.7,5.63,7.49,-0.37,-0.05,-1.14,425.5,0
11/1/2022 4:25,0.24,0.16,0.68,0.44,2.13,2.13,0,,,,14.1,17.51,2.56,80.2,5.56,13.09,-0.24,-0.05,-1.1,425.4,0
11/1/2022 4:30,0.26,0.04,0.64,0.5,2.13,2.13,0,,,,14.63,14.25,2.38,79.7,4.49,19.77,-0.28,-0.07,-1.1,425.1,0
11/1/2022 4:35,0.28,0.22,0.74,0.58,2.13,2.13,0,,,,14.05,12.03,2.24,79.82,5.54,19.88,-0.33,-0.05,-1.1,425.2,0
11/1/2022 4:40,0.25,0.19,0.78,0.64,2.13,2.13,0,,,,13.32,10.37,2.19,80.4,7.28,13.29,-0.25,-0.05,-1.13,425.1,0
