Date_Time,CO,SO2,TRS,H2S,THC,CH4,NMHC,NO,NO2,NOX,O3,NH3,PM2.5,RH,WS,WD,GR,LW,AT 2m,CO2,PC
1/10/2023 6:05,0.38,0.8,0.92,0.71,2.77,2.63,0.14,16.72,17.94,34.66,0,2.06,19.49,88.4,0.16,119.9,-0.14,1.39,-9.06,437.7,0
1/10/2023 6:10,0.42,0.69,0.94,0.72,2.78,2.64,0.14,17.39,17.48,34.87,0.4,2.25,19.07,88.6,0,0,-0.15,1.36,-9.1,438.9,0
1/10/2023 6:15,0.43,0.67,0.9,0.64,2.74,2.6,0.14,14.68,18.33,33.01,0.07,2.46,18.7,89.1,0.49,182.7,-0.15,1.39,-8.98,437.4,0
1/10/2023 6:20,0.42,0.68,0.84,0.6,2.69,2.55,0.14,10.76,19.38,30.15,0.31,2.43,18.51,89,2.44,176.9,-0.23,1.39,-8.79,435.8,0
1/10/2023 6:25,0.38,0.82,0.82,0.53,2.61,2.48,0.12,7.61,20.06,27.66,0.69,2.1,18.1,88.6,2.81,170.8,-0.23,1.39,-8.63,435,0
1/10/2023 6:30,0.4,0.73,0.86,0.56,2.61,2.49,0.12,7.82,19.57,27.4,0.93,1.86,17.59,88,2.9,172.6,-0.09,1.39,-8.63,436,0
1/10/2023 6:35,0.38,0.64,0.72,0.43,2.51,2.42,0.09,3.6,18.95,22.55,3.1,1.69,17.06,87.7,2.46,163.8,-0.18,1.39,-8.6,433.5,0
1/10/2023 6:40,0.39,0.69,0.81,0.43,2.51,2.41,0.1,3.28,17.64,20.91,3.46,1.7,16.65,87.5,3.18,179.9,-0.16,1.39,-8.56,432.6,0
1/10/2023 6:45,0.37,0.7,0.75,0.36,2.41,2.35,0.06,1.32,14.43,15.75,7.81,1.96,15.69,87.3,3.1,183.8,-0.24,1.39,-8.44,429,0
1/10/2023 6:50,0.38,0.58,0.67,0.31,2.34,2.32,0.03,0.76,12.74,13.5,9.9,1.99,14.31,86.8,3.01,187,-0.17,1.39,-8.44,427.3,0
1/10/2023 6:55,0.39,0.71,0.61,0.28,2.33,2.3,0.02,0.63,12.13,12.76,11.15,2.08,13.22,86.7,2.94,183.1,-0.16,1.39,-8.42,427.4,0
1/10/2023 7:00,0.41,0.59,0.61,0.34,2.31,2.28,0.03,0.42,11.32,11.74,12.13,2.15,12.71,86.5,2.94,173.3,-0.19,1.39,-8.48,427,0
1/10/2023 7:05,0.36,0.64,0.58,0.32,2.31,2.27,0.04,0.34,10.66,11,12.92,2.03,12.43,86.7,1.32,128,-0.12,1.39,-8.51,425.9,0
1/10/2023 7:10,0.37,0.61,0.61,0.3,2.29,2.26,0.03,0.37,10.37,10.74,13.23,2.11,12.11,86.7,1.18,96.6,-0.2,1.39,-8.27,426.3,0
1/10/2023 7:15,0.36,0.57,0.55,0.27,2.28,2.27,0.01,0.4,11.34,11.74,11.8,1.93,12.31,85.9,2.23,130.7,-0.22,1.39,-8.26,428,0
1/10/2023 7:20,0.39,0.6,0.6,0.29,2.27,2.27,0,0.37,11.59,11.96,11.93,1.77,12.64,85.8,2.15,134,-0.2,1.39,-8.35,428.5,0
1/10/2023 7:25,0.38,0.57,0.55,0.27,2.25,2.25,0,0.3,10.61,10.92,13.35,1.63,12.75,86,2.97,156.8,-0.18,1.39,-8.43,427.5,0
1/10/2023 7:30,0.38,0.51,0.61,0.26,2.22,2.22,0,0.29,9.84,10.13,13.94,1.53,12.8,86.2,2.46,121.3,-0.14,1.39,-8.5,425.8,0
